"Relatório de Faturamento"
Período;"2026-01-01 a 2026-12-31"
"Base temporal";due
Cliente;Todos
Status;Todos

Cliente;Documento;Descrição;Emissão;Vencimento;Status;"Valor Original";Juros;"Valor Atualizado";"Valor Pago"
"Mirella Balestero Santana Filho";080.950.104-67;"Ullam esse nihil cupiditate rem.";18/06/2026;13/07/2026;Pago;17.863,36;0,00;17.863,36;8.211,16
"Maya Benez Feliciano Filho";253.955.834-76;"Expedita deserunt neque eveniet deleniti sit.";30/05/2026;13/07/2026;Pago;15.640,33;0,00;15.640,33;11.548,06
"Sr. Marco Eduardo Padrão Filho";316.436.101-25;"In natus libero vel sint.";19/05/2026;13/07/2026;Pago;18.174,70;0,00;18.174,70;12.034,61
"Dr. Ítalo Bittencourt Jr.";407.446.191-84;"Illo amet non quia eum.";26/05/2026;13/07/2026;Pago;2.410,82;0,00;2.410,82;12.289,16
"Eunice Maya Cortês Neto";096.734.220-81;"Quae eveniet molestiae exercitationem rerum.";22/05/2026;13/07/2026;Pago;3.890,79;0,00;3.890,79;3.681,64
"Dr. Dirce Cecília Soares Filho";312.974.789-23;"Qui ipsa reprehenderit omnis.";03/06/2026;13/07/2026;Pendente;11.500,54;1.144,01;12.644,55;0,00
"Danielle Valência Filho";496.886.816-57;"Aperiam et ea aspernatur.";22/05/2026;13/07/2026;Pendente;16.710,51;737,75;17.448,26;0,00
"Daniel Mascarenhas Sobrinho";790.518.757-60;"Ducimus reprehenderit alias earum ab est.";25/05/2026;13/07/2026;Pendente;3.809,12;357,02;4.166,14;0,00
"Dr. Estela Miranda Corona Jr.";682.078.323-44;"Quia sit illo.";03/06/2026;13/07/2026;Pendente;5.054,84;386,88;5.441,72;0,00
"Analu Lovato";892.923.775-84;"Sed et suscipit et sit molestias.";16/06/2026;13/07/2026;Pendente;1.433,87;151,10;1.584,97;0,00
"Sr. Dante Carmona Rivera Jr.";118.536.706-80;"Nisi temporibus corrupti.";15/06/2026;13/07/2026;Pendente;17.333,81;2.150,12;19.483,93;0,00
"Srta. Stefany Sepúlveda Maia";228.112.710-58;"Unde dolores dolorem officia quaerat sit.";06/06/2026;13/07/2026;Pendente;3.125,19;63,80;3.188,99;0,00
"Maicon Fabiano Sales";659.273.339-52;"Quo autem voluptate quasi autem.";14/06/2026;13/07/2026;Pendente;7.101,40;872,44;7.973,84;0,00
"Dr. Paola Perez Ramires Sobrinho";921.603.611-51;"Molestias rem officiis eius.";09/06/2026;13/07/2026;Pendente;6.945,95;1.149,91;8.095,86;0,00
"Thalia Romero Furtado Neto";642.427.536-82;"Consequuntur quia rem sint debitis ut.";11/06/2026;13/07/2026;Pendente;14.821,19;1.056,23;15.877,42;0,00
"Raquel Joyce Maldonado";379.961.394-95;"Dolor qui nihil voluptates.";23/06/2026;13/07/2026;Pendente;406,19;52,80;458,99;0,00
"Dr. Raquel Verônica Serrano";910.133.019-05;"Ab mollitia vel ut dignissimos.";21/06/2026;13/07/2026;Pendente;12.211,76;1.942,90;14.154,66;0,00
"José Soares";540.315.669-46;"Voluptatem id quis.";27/06/2026;13/07/2026;Pendente;13.480,23;905,46;14.385,69;0,00
"Gean Emanuel Delvalle Filho";051.369.486-52;"Aut ut debitis atque saepe.";15/05/2026;13/07/2026;Pendente;18.746,02;3.255,55;22.001,57;0,00
"Srta. Louise Aragão";529.841.216-30;"Aperiam veniam et doloribus error veritatis.";20/05/2026;13/07/2026;Pendente;7.851,97;145,59;7.997,56;0,00
"Elis D'ávila Dominato";923.003.335-75;"Soluta nisi nesciunt veritatis rerum quaerat.";15/05/2026;13/07/2026;Pendente;5.149,17;169,85;5.319,02;0,00
"Dr. Bernardo Yuri Serra";854.591.736-75;"Culpa ipsa explicabo nihil.";03/06/2026;13/07/2026;Pendente;18.926,29;512,07;19.438,36;0,00
"Dr. Miguel da Rosa";933.638.827-83;"Velit praesentium sed aliquam.";14/05/2026;13/07/2026;Pendente;6.372,82;349,94;6.722,76;0,00
"Sra. Manuela Melina Burgos";862.450.858-39;"Quo modi repellat neque explicabo.";04/06/2026;13/07/2026;Pendente;9.840,32;263,40;10.103,72;0,00
"Violeta Rezende Santana";155.054.562-21;"Occaecati mollitia officiis pariatur amet.";15/05/2026;13/07/2026;Pendente;2.433,86;384,31;2.818,17;0,00
"Noel Barros";666.325.889-00;"Rerum nulla et deserunt.";26/05/2026;13/07/2026;Pendente;5.153,80;521,04;5.674,84;0,00
"Sr. Edilson Jonas Queirós Jr.";917.279.837-01;"Qui placeat quas iusto.";28/05/2026;13/07/2026;Pendente;3.543,11;391,18;3.934,29;0,00
"Sra. Stefany Salazar";731.987.702-61;"Et assumenda a aut dolorem quasi.";03/06/2026;13/07/2026;Pendente;16.283,68;1.384,90;17.668,58;0,00
"Srta. Graziela Carmona Benez Filho";204.362.402-57;"Cumque praesentium amet quaerat perferendis dolor.";13/06/2026;13/07/2026;Pendente;9.687,33;957,93;10.645,26;0,00
"Srta. Luzia Paes Gomes Sobrinho";663.656.925-65;"Sunt ut deserunt itaque recusandae.";20/05/2026;13/07/2026;Pendente;18.269,86;2.036,03;20.305,89;0,00
"Estêvão Zaragoça Filho";215.785.111-05;"Sint sint quo distinctio.";16/05/2026;13/07/2026;Pendente;2.696,71;328,10;3.024,81;0,00
"Sr. Renato Enzo Lozano";230.031.789-47;"Aliquid suscipit et.";15/05/2026;13/07/2026;Pendente;17.359,44;996,24;18.355,68;0,00
"Dayana Cortês";216.619.598-27;"Consequatur sed unde amet.";22/05/2026;13/07/2026;Pendente;4.157,03;71,09;4.228,12;0,00
"Dr. Paulina Leon Uchoa Filho";687.042.571-63;"Repellendus molestiae eos quia.";22/06/2026;13/07/2026;Pendente;19.979,63;722,69;20.702,32;0,00
"Kauan Sérgio Vieira Sobrinho";896.505.229-33;"Voluptas eligendi voluptas quis non id.";22/05/2026;13/07/2026;Pendente;16.094,46;783,06;16.877,52;0,00
"Dr. Victor Horácio Barreto";317.172.377-44;"Voluptas quia nemo.";07/06/2026;13/07/2026;Pendente;17.170,05;2.201,24;19.371,29;0,00
"Pietra Galindo Valência";412.896.942-41;"Totam commodi nihil rem.";09/06/2026;13/07/2026;Pendente;2.155,95;346,25;2.502,20;0,00
"Dr. Cíntia Regina Santos";054.593.867-42;"Omnis sed saepe.";03/06/2026;13/07/2026;Pendente;13.031,41;2.198,46;15.229,87;0,00
"Srta. Alice Colaço Cordeiro";244.902.294-85;"Ut enim rem officiis.";27/06/2026;13/07/2026;Pendente;19.108,23;1.414,90;20.523,13;0,00
"Dr. Adriel Tamoio Serna Jr.";171.304.914-22;"Quia assumenda ipsam maxime beatae.";08/06/2026;13/07/2026;Pendente;6.322,86;304,87;6.627,73;0,00
"Dr. Henrique Matos Rezende Jr.";336.577.483-16;"Temporibus labore magni sit libero.";20/06/2026;13/07/2026;Pendente;10.973,11;468,52;11.441,63;0,00
"Sr. Noel Pedrosa Jr.";144.535.698-14;"Adipisci qui harum quis recusandae non.";23/05/2026;13/07/2026;Pendente;4.097,29;100,80;4.198,09;0,00
"Gabriel Romero Sobrinho";746.499.827-90;"Sit et quos praesentium.";15/06/2026;13/07/2026;Pendente;18.493,05;3.197,71;21.690,76;0,00
"Dr. Isis Cynthia Santacruz";497.500.409-93;"Ea nemo eos iure provident similique.";29/05/2026;13/07/2026;Pendente;6.938,99;1.034,41;7.973,40;0,00
"Adriel de Oliveira Aranda Filho";322.971.110-97;"Quod quis aut qui temporibus.";23/05/2026;13/07/2026;Pendente;2.237,36;56,01;2.293,37;0,00
"Dr. Leo Balestero Jr.";615.563.850-97;"Libero rem et quia ducimus.";23/06/2026;13/07/2026;Pendente;1.268,17;26,07;1.294,24;0,00
"Matias Saraiva";984.076.708-09;"Et voluptatem porro.";18/05/2026;13/07/2026;Pendente;9.493,44;1.297,61;10.791,05;0,00
"Dr. Sebastião Ferreira Neto";857.648.346-74;"Itaque laborum et qui nesciunt.";05/06/2026;13/07/2026;Pendente;3.935,84;268,40;4.204,24;0,00
"Juan Soares Jr.";751.361.349-71;"Ullam enim ut.";02/06/2026;13/07/2026;Pendente;339,99;49,77;389,76;0,00
"Pâmela Madeira Neto";027.709.817-24;"Eos quia explicabo distinctio.";28/05/2026;13/07/2026;Pendente;5.664,60;245,97;5.910,57;0,00
"Demian Sandoval Neto";713.816.660-64;"Voluptates officiis facere minima dolorem.";22/05/2026;13/07/2026;Pendente;15.851,53;1.989,80;17.841,33;0,00
"Marco Delgado das Dores Filho";050.264.192-93;"Id magni facere officia doloribus.";22/05/2026;13/07/2026;Pendente;11.795,80;245,92;12.041,72;0,00
"Rebeca Sepúlveda Santana";335.608.189-36;"Et expedita sunt tempore autem autem.";26/06/2026;13/07/2026;Pendente;3.009,16;74,03;3.083,19;0,00
"Sr. Denis Zaragoça";833.319.566-86;"Quia earum odio.";27/05/2026;13/07/2026;Pendente;18.599,83;1.418,13;20.017,96;0,00
"Juan Tiago Fidalgo";928.626.028-22;"Et consequuntur qui esse qui voluptatem.";10/06/2026;13/07/2026;Pendente;2.918,59;265,82;3.184,41;0,00
"Alma Oliveira Jr.";144.269.246-70;"Eaque vel et dolores consequatur optio.";31/05/2026;13/07/2026;Pendente;4.723,78;573,33;5.297,11;0,00
"Alan Gael Leal";583.974.883-56;"Ducimus repudiandae qui molestias ea.";19/06/2026;13/07/2026;Pendente;6.455,41;452,49;6.907,90;0,00
"Sra. Carla Roque Santiago Sobrinho";004.379.583-97;"Ex laudantium architecto.";26/06/2026;13/07/2026;Pendente;1.608,68;217,97;1.826,65;0,00
"Milene Liz Bonilha";824.812.898-69;"Deserunt amet quia voluptatem vitae.";15/05/2026;13/07/2026;Pendente;6.727,42;475,49;7.202,91;0,00
"Graziela Barreto Filho";821.996.910-67;"Eaque nihil voluptatem ipsam aut.";17/05/2026;13/07/2026;Pendente;15.881,44;1.939,32;17.820,76;0,00
"Natan Matos Burgos Sobrinho";365.987.478-70;"Aliquid nihil odit ut.";19/06/2026;13/07/2026;Pendente;1.047,29;97,08;1.144,37;0,00
"Dr. Heitor de Arruda Pontes";028.609.301-50;"Quaerat quas laudantium illum est distinctio.";21/06/2026;13/07/2026;Pendente;12.894,23;363,77;13.258,00;0,00
"Sr. Leandro Correia Paes";853.477.135-61;"Blanditiis sunt hic rem.";02/06/2026;13/07/2026;Pendente;10.457,15;1.728,05;12.185,20;0,00
"Analu Torres Sobrinho";908.597.519-58;"Numquam aut ut quibusdam.";12/06/2026;13/07/2026;Pendente;15.851,95;697,55;16.549,50;0,00
"Adriana Furtado Neto";346.268.578-92;"Soluta sed aliquid culpa.";11/06/2026;13/07/2026;Pendente;15.992,22;1.198,22;17.190,44;0,00
"Dr. Verônica Sandra Urias";483.676.495-50;"Rerum iste nesciunt dicta odio aperiam.";06/06/2026;13/07/2026;Pendente;18.684,62;3.194,31;21.878,93;0,00
"Sr. Leonardo Pacheco Feliciano";885.571.178-14;"Delectus nobis aliquam ipsum.";22/05/2026;13/07/2026;Pendente;11.751,78;379,13;12.130,91;0,00
"Sra. Louise Barreto";792.542.337-04;"Eos culpa qui harum.";01/06/2026;13/07/2026;Pendente;4.054,41;548,14;4.602,55;0,00
"Srta. Vitória Janaina Rosa Jr.";263.009.804-81;"Repellat nisi autem quas qui.";27/05/2026;13/07/2026;Pendente;13.355,44;1.765,83;15.121,27;0,00
"Srta. Vitória Pena Rangel Jr.";354.222.419-34;"Minus mollitia nesciunt unde molestiae.";05/06/2026;13/07/2026;Pendente;10.327,69;1.678,76;12.006,45;0,00
"Dr. Deivid Soares Sobrinho";309.453.884-89;"Aut et praesentium repellendus.";06/06/2026;13/07/2026;Pendente;17.600,73;2.353,33;19.954,06;0,00
"Camilo Franco das Dores";249.928.396-95;"Accusamus eum asperiores fugit facilis officiis.";19/05/2026;13/07/2026;Pendente;4.249,29;245,10;4.494,39;0,00
"Sra. Hortência das Neves";352.921.468-85;"Commodi distinctio minima.";17/06/2026;13/07/2026;Pendente;1.000,22;59,15;1.059,37;0,00
"Sr. Antônio William Torres";924.590.901-96;"Iusto maiores eaque autem dolores ut.";23/06/2026;13/07/2026;Pendente;5.787,41;442,95;6.230,36;0,00
"Mirella Balestero Santana Filho";080.950.104-67;"Et velit aliquid omnis.";23/06/2026;13/07/2026;Pendente;1.475,75;112,52;1.588,27;0,00
"Dr. Breno Fontes Pacheco";269.779.335-48;"Blanditiis vel id quasi.";15/06/2026;13/07/2026;Pendente;2.667,49;466,46;3.133,95;0,00
"Dr. Eduardo Flores";599.796.988-43;"Saepe natus non.";17/06/2026;13/07/2026;Pendente;19.616,87;2.514,93;22.131,80;0,00
"Srta. Cláudia Bonilha Martines";046.932.531-59;"Deleniti excepturi ipsum harum.";10/06/2026;13/07/2026;Pendente;12.166,30;2.056,17;14.222,47;0,00
"Michael Lira Neto";029.338.338-35;"Natus vel sit earum.";18/06/2026;14/07/2026;Pendente;12.452,85;2.071,86;14.524,71;0,00
"Maximiano Campos";543.347.269-87;"Voluptate totam cum a voluptatem.";05/06/2026;14/07/2026;Pendente;14.786,98;1.467,01;16.253,99;0,00
"Srta. Samara Ferreira";564.972.450-43;"Rerum beatae iusto laboriosam.";31/05/2026;14/07/2026;Pendente;16.902,02;2.027,86;18.929,88;0,00
"Gisela Rodrigues Neto";525.036.797-16;"Quis unde iste natus perspiciatis.";22/05/2026;14/07/2026;Pendente;7.189,77;823,13;8.012,90;0,00
"Miranda Quintana Sobrinho";786.153.682-86;"Delectus ea nam consectetur.";06/06/2026;14/07/2026;Pendente;12.543,84;836,65;13.380,49;0,00
"Robson Lira Jr.";121.550.813-78;"Assumenda cumque aspernatur delectus architecto tempora.";29/06/2026;14/07/2026;Pendente;19.349,62;1.381,70;20.731,32;0,00
"Cristian Rodolfo de Freitas Filho";415.519.196-74;"Voluptates dolores id qui.";28/06/2026;14/07/2026;Pendente;4.378,71;649,26;5.027,97;0,00
"Srta. Vanessa Ivana Valência Jr.";440.277.246-26;"Sit voluptas dolores reiciendis.";19/05/2026;14/07/2026;Pendente;5.097,96;396,81;5.494,77;0,00
"Tábata da Silva Bezerra Jr.";515.934.336-44;"Occaecati perferendis magnam eos doloremque.";09/06/2026;14/07/2026;Pendente;17.622,01;687,15;18.309,16;0,00
"Sr. Inácio Carvalho Sobrinho";880.298.710-95;"Dolorum fugiat necessitatibus repellat in.";27/06/2026;14/07/2026;Pendente;8.386,38;186,09;8.572,47;0,00
"Jéssica Medina";274.164.159-72;"Cupiditate quis quia perferendis aut.";06/06/2026;14/07/2026;Pendente;15.662,92;2.026,59;17.689,51;0,00
"Camilo Franco das Dores";249.928.396-95;"Et ut aut illum quae.";02/06/2026;14/07/2026;Pendente;5.105,01;336,85;5.441,86;0,00
"Sra. Cláudia Sales Godói Filho";992.047.733-97;"Minima aut et.";03/06/2026;14/07/2026;Pendente;14.074,05;1.452,99;15.527,04;0,00
"Dr. Lívia Rocha Sobrinho";237.601.587-33;"Quidem voluptas facere assumenda modi nobis.";12/06/2026;14/07/2026;Pendente;1.753,72;43,86;1.797,58;0,00
"Thiago Pablo Rocha Filho";154.563.353-88;"Necessitatibus perferendis deserunt libero velit nostrum.";09/06/2026;14/07/2026;Pendente;2.863,03;49,02;2.912,05;0,00
"Luiza Souza Pedrosa Neto";478.462.208-23;"Maxime sed et.";24/05/2026;14/07/2026;Pendente;8.838,46;573,13;9.411,59;0,00
"Valéria Neves Sobrinho";120.397.799-83;"Iure aut ad sequi sed.";22/05/2026;14/07/2026;Pendente;18.075,90;2.012,04;20.087,94;0,00
"Dr. Graziela Stefany Gomes Filho";694.402.028-60;"Voluptatem maxime sunt vitae deleniti.";05/06/2026;14/07/2026;Pendente;13.003,67;1.962,24;14.965,91;0,00
"Saulo Galindo Rodrigues Sobrinho";216.315.634-05;"Sed possimus soluta sunt rerum.";27/05/2026;14/07/2026;Pendente;4.961,08;295,55;5.256,63;0,00
"Dr. Noelí Julieta Chaves";406.120.734-00;"Fuga quae magnam odio.";28/06/2026;14/07/2026;Pendente;7.877,85;288,24;8.166,09;0,00
"Mauro Paulo Correia";489.299.334-43;"Consectetur mollitia sunt in molestiae.";15/05/2026;14/07/2026;Pendente;13.719,87;2.226,49;15.946,36;0,00
"Maraisa Giovana Espinoza Jr.";416.638.996-85;"Quia nulla iure animi.";18/05/2026;14/07/2026;Pendente;13.715,23;1.572,18;15.287,41;0,00
"Michael Lira Neto";029.338.338-35;"Inventore magni a enim suscipit.";21/05/2026;14/07/2026;Pendente;13.780,14;2.155,78;15.935,92;0,00
"Sr. Fabiano Valentin Neto";172.717.527-50;"Repudiandae dolore perferendis eius.";18/05/2026;14/07/2026;Pendente;16.102,16;255,31;16.357,47;0,00
"Srta. Bianca Beltrão Santana Sobrinho";515.088.464-77;"Excepturi dolor enim repellat qui et.";18/05/2026;14/07/2026;Pendente;6.722,80;1.055,65;7.778,45;0,00
"Sr. Téo Lovato Lira";318.557.363-54;"Officia dignissimos nam magnam non laboriosam.";19/05/2026;14/07/2026;Pendente;4.835,35;622,13;5.457,48;0,00
"Srta. Maiara Leon Padrão Jr.";340.361.163-51;"Dolorem ipsum occaecati nihil.";20/05/2026;14/07/2026;Pendente;10.542,76;156,79;10.699,55;0,00
"Dr. Luísa Benites";176.728.556-75;"Nihil voluptas eligendi consequatur.";21/05/2026;14/07/2026;Pendente;13.322,87;1.390,79;14.713,66;0,00
"Sra. Dirce Colaço Maia";908.878.391-71;"Ea rerum at.";28/06/2026;14/07/2026;Pendente;1.755,88;248,09;2.003,97;0,00
"Dr. Fernando Soares";991.663.897-14;"Possimus quos voluptatem.";17/06/2026;14/07/2026;Pendente;13.257,55;2.124,35;15.381,90;0,00
"Dr. Alexandre Galhardo Neto";081.401.961-32;"Et voluptas minima asperiores enim.";17/05/2026;14/07/2026;Pendente;17.387,49;2.000,67;19.388,16;0,00
"Estêvão Benez";037.126.521-41;"Autem omnis eum.";23/05/2026;14/07/2026;Pendente;10.576,37;1.090,37;11.666,74;0,00
"Srta. Graziela Carmona Benez Filho";204.362.402-57;"Ut sed quia quam adipisci.";26/06/2026;14/07/2026;Pendente;11.943,06;919,37;12.862,43;0,00
"Dr. Franciele Fernandes Jr.";798.673.377-60;"Suscipit sed minima explicabo ea.";18/06/2026;14/07/2026;Pendente;17.740,84;1.228,83;18.969,67;0,00
"Hernani Vila de Freitas Neto";714.233.059-06;"Dolor non corporis asperiores.";02/06/2026;14/07/2026;Pendente;18.420,18;2.482,21;20.902,39;0,00
"Dr. Paola Noelí Colaço";838.719.899-15;"Dolor doloremque reiciendis.";30/05/2026;14/07/2026;Pendente;8.409,28;583,68;8.992,96;0,00
"Sofia Grego Guerra";868.045.793-52;"Rem eos et nisi.";23/05/2026;14/07/2026;Pendente;1.734,61;111,24;1.845,85;0,00
"Cláudio Montenegro Sobrinho";424.885.765-92;"Omnis sapiente nemo error.";18/06/2026;14/07/2026;Pendente;818,49;116,96;935,45;0,00
"Sra. Dayana Matias Padrão Neto";592.252.627-16;"Debitis magnam saepe animi cupiditate.";21/06/2026;14/07/2026;Pendente;12.619,81;556,44;13.176,25;0,00
"Jácomo Faria Sobrinho";051.665.300-45;"Voluptate error recusandae blanditiis alias.";06/06/2026;14/07/2026;Pendente;6.198,87;309,38;6.508,25;0,00
"Dr. Malena Rosa";442.913.551-30;"Aut et illum sequi quia.";08/06/2026;14/07/2026;Pendente;6.002,30;767,06;6.769,36;0,00
"Dr. Lucas Batista Benez";916.360.552-12;"Sint iste sed et.";15/05/2026;14/07/2026;Pendente;4.884,10;627,70;5.511,80;0,00
"Iasmin Gusmão";812.050.822-37;"Explicabo ipsam modi molestiae.";29/06/2026;14/07/2026;Pendente;17.733,37;2.862,27;20.595,64;0,00
"Daniela Matias Neto";351.204.839-21;"Ab doloremque laboriosam molestiae.";20/06/2026;14/07/2026;Pendente;8.468,46;704,01;9.172,47;0,00
"Sr. Flávio Leo Vega";753.271.957-89;"Ipsam dignissimos excepturi quam repellendus.";19/05/2026;14/07/2026;Pendente;2.337,16;151,22;2.488,38;0,00
"Eloá Galhardo Neto";396.779.067-43;"Aliquid officiis similique consequatur.";14/06/2026;14/07/2026;Pendente;16.634,93;596,88;17.231,81;0,00
"Roberto Soto Domingues Neto";389.135.841-01;"Sint voluptatem quia cupiditate.";28/05/2026;14/07/2026;Pendente;2.677,02;439,52;3.116,54;0,00
"Sr. Matias Dominato";851.656.553-06;"Accusantium ex quia qui dolores.";19/06/2026;14/07/2026;Pendente;19.775,14;2.186,92;21.962,06;0,00
"Sra. Fabiana Suellen Queirós";657.608.280-37;"Tempore voluptatem totam voluptas necessitatibus.";02/06/2026;14/07/2026;Pendente;946,89;135,44;1.082,33;0,00
"Dayane Ariane Beltrão";546.090.634-92;"Minus autem libero quia velit nesciunt.";18/06/2026;14/07/2026;Pendente;3.660,81;456,69;4.117,50;0,00
"Srta. Emily Gusmão";528.454.620-45;"Doloremque iure reiciendis itaque.";26/05/2026;14/07/2026;Pendente;12.569,08;483,00;13.052,08;0,00
"Sr. Fabrício Rangel Cortês Neto";649.914.359-57;"Modi voluptas maiores harum.";20/05/2026;14/07/2026;Pendente;18.949,89;2.383,25;21.333,14;0,00
"Yohanna Caldeira";199.890.896-74;"Et et pariatur soluta sequi sequi.";07/06/2026;14/07/2026;Pendente;11.960,56;1.756,06;13.716,62;0,00
"Gisela Bonilha Valência";835.790.026-07;"Dolores reprehenderit et repellendus accusantium consequatur.";30/05/2026;14/07/2026;Pendente;19.669,28;519,63;20.188,91;0,00
"Jorge Sales da Silva";551.674.519-72;"Qui repellat ad ut.";19/06/2026;14/07/2026;Pendente;18.342,94;2.990,14;21.333,08;0,00
"Kauan D'ávila";347.004.718-63;"Aliquam tempore necessitatibus voluptatem quia non.";17/05/2026;14/07/2026;Pendente;18.386,31;3.110,18;21.496,49;0,00
"Dr. Michelle Salas Madeira";442.283.911-10;"Sed ut aliquid ut consequuntur quidem.";12/06/2026;14/07/2026;Pendente;17.851,27;1.530,08;19.381,35;0,00
"Wellington Souza Rocha Filho";599.325.021-58;"Qui natus sit.";22/05/2026;14/07/2026;Pendente;10.846,92;1.310,80;12.157,72;0,00
"Noel Jimenes Ferraz Jr.";598.996.415-65;"Culpa sequi quis laudantium omnis.";19/06/2026;14/07/2026;Pendente;5.797,37;498,57;6.295,94;0,00
"Sr. Gilberto Jefferson Aragão";764.314.017-33;"Vitae id cumque dolorem modi.";17/06/2026;14/07/2026;Pendente;616,49;31,91;648,40;0,00
"Tâmara Juliana Marinho";244.884.489-57;"Maxime pariatur in.";19/05/2026;14/07/2026;Pendente;14.896,58;1.490,74;16.387,32;0,00
"Evandro Perez";473.632.410-92;"Qui error asperiores harum quia.";23/06/2026;14/07/2026;Pendente;9.349,90;1.119,07;10.468,97;0,00
"Evandro Luis Teles Filho";758.201.020-22;"Magni ipsam quidem molestiae itaque.";24/06/2026;14/07/2026;Pendente;19.061,84;500,90;19.562,74;0,00
"Cléber de Aguiar Soares";058.180.568-59;"Omnis architecto officiis.";18/06/2026;14/07/2026;Pendente;11.484,61;1.475,98;12.960,59;0,00
"Miranda Alma Aguiar";803.714.964-50;"Asperiores non cumque iusto nisi.";23/06/2026;14/07/2026;Pendente;7.240,76;1.133,81;8.374,57;0,00
"Srta. Márcia Mia Rodrigues Jr.";954.434.128-31;"Deleniti optio est eum est.";18/05/2026;14/07/2026;Pendente;9.779,49;359,20;10.138,69;0,00
"Sr. João Cristiano Molina";743.468.760-42;"Magnam dolorem voluptates dolor.";19/06/2026;14/07/2026;Pendente;15.803,53;1.164,60;16.968,13;0,00
"Dr. Vitor Amaral Vieira Sobrinho";613.965.535-92;"Et consequatur quis ut soluta suscipit.";28/06/2026;14/07/2026;Pendente;16.877,46;1.029,49;17.906,95;0,00
"Dr. Aline Ortiz";253.332.984-58;"Delectus facere impedit explicabo incidunt cupiditate.";28/05/2026;14/07/2026;Pendente;6.062,73;491,00;6.553,73;0,00
"Dr. Thiago Sandro Santacruz";252.277.670-74;"Eum fugiat autem quis et.";19/06/2026;14/07/2026;Pendente;6.778,63;1.087,18;7.865,81;0,00
"Sr. Inácio Perez Reis Jr.";192.422.198-14;"Perferendis id et fugit magnam.";23/06/2026;14/07/2026;Pendente;18.877,35;2.494,51;21.371,86;0,00
"Sra. Mirella Valentin";674.423.996-81;"Dolorum dignissimos quaerat.";20/06/2026;14/07/2026;Pendente;12.055,32;718,19;12.773,51;0,00
"Dr. Jerônimo Caio da Rosa Jr.";900.246.622-41;"Eligendi placeat earum dolorem ut.";05/06/2026;14/07/2026;Pendente;8.439,07;459,54;8.898,61;0,00
"Louise Sanches Ferminiano";326.437.993-08;"Ea veniam doloremque.";12/06/2026;14/07/2026;Pendente;13.534,00;1.920,12;15.454,12;0,00
"Dr. Raissa Gabrielly Carmona Filho";539.814.171-39;"Ab quis sed id laborum.";07/06/2026;14/07/2026;Pendente;11.378,46;1.388,20;12.766,66;0,00
"Juliana Aparecida Carrara Sobrinho";426.794.442-02;"Vero ducimus est.";20/05/2026;14/07/2026;Pendente;10.677,54;498,05;11.175,59;0,00
"Saulo Galindo Rodrigues Sobrinho";216.315.634-05;"Itaque deserunt possimus.";29/05/2026;14/07/2026;Pendente;14.634,18;1.030,36;15.664,54;0,00
